2023-08-15 18:18:05,986 INFO    StreamThr :12598 [internal.py:wandb_internal():86] W&B internal server running at pid: 12598, started at: 2023-08-15 18:18:05.983185
2023-08-15 18:18:06,002 DEBUG   HandlerThread:12598 [handler.py:handle_request():144] handle_request: status
2023-08-15 18:18:06,010 INFO    WriterThread:12598 [datastore.py:open_for_write():85] open: /Users/sohrabnamazinia/Desktop/Summer 23/RA/RL/RL_Modular/wandb/run-20230815_181805-txg9pit5/run-txg9pit5.wandb
2023-08-15 18:18:06,011 DEBUG   SenderThread:12598 [sender.py:send():369] send: header
2023-08-15 18:18:06,028 DEBUG   SenderThread:12598 [sender.py:send():369] send: run
2023-08-15 18:18:06,300 INFO    SenderThread:12598 [dir_watcher.py:__init__():211] watching files in: /Users/sohrabnamazinia/Desktop/Summer 23/RA/RL/RL_Modular/wandb/run-20230815_181805-txg9pit5/files
2023-08-15 18:18:06,300 INFO    SenderThread:12598 [sender.py:_start_run_threads():1100] run started: txg9pit5 with start time 1692137885.975613
2023-08-15 18:18:06,300 DEBUG   SenderThread:12598 [sender.py:send_request():396] send_request: summary_record
2023-08-15 18:18:06,302 INFO    SenderThread:12598 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-08-15 18:18:06,312 DEBUG   HandlerThread:12598 [handler.py:handle_request():144] handle_request: check_version
2023-08-15 18:18:06,313 DEBUG   SenderThread:12598 [sender.py:send_request():396] send_request: check_version
2023-08-15 18:18:06,378 DEBUG   HandlerThread:12598 [handler.py:handle_request():144] handle_request: run_start
2023-08-15 18:18:06,391 DEBUG   HandlerThread:12598 [system_info.py:__init__():31] System info init
2023-08-15 18:18:06,392 DEBUG   HandlerThread:12598 [system_info.py:__init__():46] System info init done
2023-08-15 18:18:06,392 INFO    HandlerThread:12598 [system_monitor.py:start():181] Starting system monitor
2023-08-15 18:18:06,395 INFO    HandlerThread:12598 [system_monitor.py:probe():201] Collecting system info
2023-08-15 18:18:06,396 INFO    SystemMonitor:12598 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-08-15 18:18:06,397 DEBUG   HandlerThread:12598 [system_info.py:probe():195] Probing system
2023-08-15 18:18:06,400 INFO    SystemMonitor:12598 [interfaces.py:start():190] Started cpu monitoring
2023-08-15 18:18:06,403 INFO    SystemMonitor:12598 [interfaces.py:start():190] Started disk monitoring
2023-08-15 18:18:06,406 INFO    SystemMonitor:12598 [interfaces.py:start():190] Started memory monitoring
2023-08-15 18:18:06,410 INFO    SystemMonitor:12598 [interfaces.py:start():190] Started network monitoring
2023-08-15 18:18:06,423 DEBUG   HandlerThread:12598 [system_info.py:_probe_git():180] Probing git
2023-08-15 18:18:06,505 DEBUG   HandlerThread:12598 [system_info.py:_probe_git():188] Probing git done
2023-08-15 18:18:06,506 DEBUG   HandlerThread:12598 [system_info.py:probe():240] Probing system done
2023-08-15 18:18:06,506 DEBUG   HandlerThread:12598 [system_monitor.py:probe():210] {'os': 'macOS-12.6.3-x86_64-i386-64bit', 'python': '3.11.1', 'heartbeatAt': '2023-08-15T22:18:06.398220', 'startedAt': '2023-08-15T22:18:05.938620', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/sohrabnamazinia/Desktop/Summer 23/RA/RL/RL_Modular/train_q_policy.py', 'codePath': 'train_q_policy.py', 'git': {'remote': 'https://github.com/sohrabnamazinia/RL_Modular.git', 'commit': '09e429c151bb726ca771b8f4f87ba673543bcd13'}, 'email': 'sohrab.namazinia@gmail.com', 'root': '/Users/sohrabnamazinia/Desktop/Summer 23/RA/RL/RL_Modular', 'host': 'senjutibs-mbp.resource.campus.njit.edu', 'username': 'sohrabnamazinia', 'executable': '/usr/local/bin/python3.11', 'cpu_count': 2, 'cpu_count_logical': 4, 'cpu_freq': {'current': 2700, 'min': 2700, 'max': 2700}, 'cpu_freq_per_core': [{'current': 2700, 'min': 2700, 'max': 2700}], 'disk': {'total': 233.5667953491211, 'used': 20.5462646484375}, 'memory': {'total': 8.0}}
2023-08-15 18:18:06,506 INFO    HandlerThread:12598 [system_monitor.py:probe():211] Finished collecting system info
2023-08-15 18:18:06,507 INFO    HandlerThread:12598 [system_monitor.py:probe():214] Publishing system info
2023-08-15 18:18:06,507 DEBUG   HandlerThread:12598 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-08-15 18:18:06,510 DEBUG   HandlerThread:12598 [system_info.py:_save_pip():67] Saving pip packages done
2023-08-15 18:18:06,512 INFO    HandlerThread:12598 [system_monitor.py:probe():216] Finished publishing system info
2023-08-15 18:18:06,537 DEBUG   SenderThread:12598 [sender.py:send():369] send: files
2023-08-15 18:18:06,537 INFO    SenderThread:12598 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-08-15 18:18:06,565 DEBUG   HandlerThread:12598 [handler.py:handle_request():144] handle_request: stop_status
2023-08-15 18:18:06,567 DEBUG   SenderThread:12598 [sender.py:send_request():396] send_request: stop_status
2023-08-15 18:18:06,754 DEBUG   SenderThread:12598 [sender.py:send():369] send: telemetry
2023-08-15 18:18:06,869 INFO    wandb-upload_0:12598 [upload_job.py:push():133] Uploaded file /var/folders/rd/9hb4fktx6dzf6vhw6v8x2jcm0000gr/T/tmpcb4browwwandb/a9i3vqm2-wandb-metadata.json
2023-08-15 18:18:07,305 INFO    Thread-17 :12598 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/sohrabnamazinia/Desktop/Summer 23/RA/RL/RL_Modular/wandb/run-20230815_181805-txg9pit5/files/wandb-summary.json
2023-08-15 18:18:07,306 INFO    Thread-17 :12598 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/sohrabnamazinia/Desktop/Summer 23/RA/RL/RL_Modular/wandb/run-20230815_181805-txg9pit5/files/requirements.txt
2023-08-15 18:18:07,306 INFO    Thread-17 :12598 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/sohrabnamazinia/Desktop/Summer 23/RA/RL/RL_Modular/wandb/run-20230815_181805-txg9pit5/files/wandb-metadata.json
2023-08-15 18:18:11,770 DEBUG   HandlerThread:12598 [handler.py:handle_request():144] handle_request: status_report
2023-08-15 18:18:16,789 DEBUG   HandlerThread:12598 [handler.py:handle_request():144] handle_request: status_report
2023-08-15 18:18:21,568 DEBUG   HandlerThread:12598 [handler.py:handle_request():144] handle_request: stop_status
