2023-07-25 02:28:59,329 INFO    StreamThr :28628 [internal.py:wandb_internal():89] W&B internal server running at pid: 28628, started at: 2023-07-25 02:28:59.329899
2023-07-25 02:28:59,329 DEBUG   HandlerThread:28628 [handler.py:handle_request():144] handle_request: status
2023-07-25 02:28:59,369 INFO    WriterThread:28628 [datastore.py:open_for_write():85] open: C:\Users\ferti\Documents\RL_Modular\wandb\run-20230725_022859-821aqb9h\run-821aqb9h.wandb
2023-07-25 02:28:59,369 DEBUG   SenderThread:28628 [sender.py:send():379] send: header
2023-07-25 02:28:59,468 DEBUG   SenderThread:28628 [sender.py:send():379] send: run
2023-07-25 02:29:01,097 INFO    SenderThread:28628 [dir_watcher.py:__init__():211] watching files in: C:\Users\ferti\Documents\RL_Modular\wandb\run-20230725_022859-821aqb9h\files
2023-07-25 02:29:01,097 INFO    SenderThread:28628 [sender.py:_start_run_threads():1125] run started: 821aqb9h with start time 1690266539.329899
2023-07-25 02:29:01,097 DEBUG   SenderThread:28628 [sender.py:send_request():406] send_request: summary_record
2023-07-25 02:29:01,097 INFO    SenderThread:28628 [sender.py:_save_file():1376] saving file wandb-summary.json with policy end
2023-07-25 02:29:01,129 DEBUG   HandlerThread:28628 [handler.py:handle_request():144] handle_request: check_version
2023-07-25 02:29:01,129 DEBUG   SenderThread:28628 [sender.py:send_request():406] send_request: check_version
2023-07-25 02:29:01,331 DEBUG   HandlerThread:28628 [handler.py:handle_request():144] handle_request: run_start
2023-07-25 02:29:01,339 DEBUG   HandlerThread:28628 [system_info.py:__init__():31] System info init
2023-07-25 02:29:01,339 DEBUG   HandlerThread:28628 [system_info.py:__init__():46] System info init done
2023-07-25 02:29:01,355 INFO    HandlerThread:28628 [system_monitor.py:start():181] Starting system monitor
2023-07-25 02:29:01,355 INFO    SystemMonitor:28628 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-25 02:29:01,355 INFO    HandlerThread:28628 [system_monitor.py:probe():201] Collecting system info
2023-07-25 02:29:01,366 INFO    SystemMonitor:28628 [interfaces.py:start():190] Started cpu monitoring
2023-07-25 02:29:01,371 DEBUG   HandlerThread:28628 [system_info.py:probe():195] Probing system
2023-07-25 02:29:01,371 INFO    SystemMonitor:28628 [interfaces.py:start():190] Started disk monitoring
2023-07-25 02:29:01,396 INFO    SystemMonitor:28628 [interfaces.py:start():190] Started memory monitoring
2023-07-25 02:29:01,402 INFO    SystemMonitor:28628 [interfaces.py:start():190] Started network monitoring
2023-07-25 02:29:01,433 DEBUG   HandlerThread:28628 [system_info.py:_probe_git():180] Probing git
2023-07-25 02:29:01,636 DEBUG   HandlerThread:28628 [system_info.py:_probe_git():188] Probing git done
2023-07-25 02:29:01,636 DEBUG   HandlerThread:28628 [system_info.py:probe():240] Probing system done
2023-07-25 02:29:01,636 DEBUG   HandlerThread:28628 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.22000-SP0', 'python': '3.6.2', 'heartbeatAt': '2023-07-25T06:29:01.371299', 'startedAt': '2023-07-25T06:28:59.274479', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:/Users/ferti/Documents/RL_Modular/train_deep_policy.py', 'codePath': 'train_deep_policy.py', 'git': {'remote': 'https://github.com/sohrabnamazinia/RL_Modular.git', 'commit': '44727f11a71615f6554cb87eb99ee829af2fb89a'}, 'email': None, 'root': 'C:/Users/ferti/Documents/RL_Modular', 'host': 'TravisBoop', 'username': 'ferti', 'executable': 'C:\\Users\\ferti\\AppData\\Local\\Programs\\Python\\Python36\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1298.0, 'min': 0.0, 'max': 1498.0}, 'cpu_freq_per_core': [{'current': 1298.0, 'min': 0.0, 'max': 1498.0}], 'disk': {'total': 461.33495712280273, 'used': 220.16456604003906}, 'memory': {'total': 11.76754379272461}}
2023-07-25 02:29:01,636 INFO    HandlerThread:28628 [system_monitor.py:probe():211] Finished collecting system info
2023-07-25 02:29:01,636 INFO    HandlerThread:28628 [system_monitor.py:probe():214] Publishing system info
2023-07-25 02:29:01,636 DEBUG   HandlerThread:28628 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-07-25 02:29:01,636 DEBUG   HandlerThread:28628 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-25 02:29:01,636 INFO    HandlerThread:28628 [system_monitor.py:probe():216] Finished publishing system info
2023-07-25 02:29:01,652 DEBUG   SenderThread:28628 [sender.py:send():379] send: files
2023-07-25 02:29:01,652 INFO    SenderThread:28628 [sender.py:_save_file():1376] saving file wandb-metadata.json with policy now
2023-07-25 02:29:01,701 DEBUG   HandlerThread:28628 [handler.py:handle_request():144] handle_request: stop_status
2023-07-25 02:29:01,701 DEBUG   SenderThread:28628 [sender.py:send_request():406] send_request: stop_status
2023-07-25 02:29:02,105 INFO    Thread-16 :28628 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\ferti\Documents\RL_Modular\wandb\run-20230725_022859-821aqb9h\files\wandb-summary.json
2023-07-25 02:29:02,105 INFO    Thread-16 :28628 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\ferti\Documents\RL_Modular\wandb\run-20230725_022859-821aqb9h\files\requirements.txt
2023-07-25 02:29:02,105 INFO    Thread-16 :28628 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\ferti\Documents\RL_Modular\wandb\run-20230725_022859-821aqb9h\files\wandb-metadata.json
2023-07-25 02:29:02,281 DEBUG   SenderThread:28628 [sender.py:send():379] send: telemetry
2023-07-25 02:29:02,289 DEBUG   SenderThread:28628 [sender.py:send():379] send: exit
2023-07-25 02:29:02,289 INFO    SenderThread:28628 [sender.py:send_exit():584] handling exit code: 1
2023-07-25 02:29:02,289 INFO    SenderThread:28628 [sender.py:send_exit():586] handling runtime: 0
2023-07-25 02:29:02,289 INFO    SenderThread:28628 [sender.py:_save_file():1376] saving file wandb-summary.json with policy end
2023-07-25 02:29:02,289 INFO    SenderThread:28628 [sender.py:send_exit():592] send defer
2023-07-25 02:29:02,289 DEBUG   HandlerThread:28628 [handler.py:handle_request():144] handle_request: defer
2023-07-25 02:29:02,289 INFO    HandlerThread:28628 [handler.py:handle_request_defer():170] handle defer: 0
2023-07-25 02:29:02,289 DEBUG   SenderThread:28628 [sender.py:send_request():406] send_request: defer
2023-07-25 02:29:02,289 INFO    SenderThread:28628 [sender.py:send_request_defer():608] handle sender defer: 0
2023-07-25 02:29:02,289 INFO    SenderThread:28628 [sender.py:transition_state():612] send defer: 1
2023-07-25 02:29:02,289 DEBUG   HandlerThread:28628 [handler.py:handle_request():144] handle_request: defer
2023-07-25 02:29:02,289 INFO    HandlerThread:28628 [handler.py:handle_request_defer():170] handle defer: 1
2023-07-25 02:29:02,289 DEBUG   SenderThread:28628 [sender.py:send_request():406] send_request: defer
2023-07-25 02:29:02,289 INFO    SenderThread:28628 [sender.py:send_request_defer():608] handle sender defer: 1
2023-07-25 02:29:02,289 INFO    SenderThread:28628 [sender.py:transition_state():612] send defer: 2
2023-07-25 02:29:02,297 DEBUG   HandlerThread:28628 [handler.py:handle_request():144] handle_request: defer
2023-07-25 02:29:02,297 INFO    HandlerThread:28628 [handler.py:handle_request_defer():170] handle defer: 2
2023-07-25 02:29:02,297 INFO    HandlerThread:28628 [system_monitor.py:finish():190] Stopping system monitor
2023-07-25 02:29:02,297 DEBUG   SystemMonitor:28628 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-07-25 02:29:02,297 INFO    HandlerThread:28628 [interfaces.py:finish():202] Joined cpu monitor
2023-07-25 02:29:02,297 DEBUG   SystemMonitor:28628 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-07-25 02:29:02,297 DEBUG   SystemMonitor:28628 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-07-25 02:29:02,297 INFO    HandlerThread:28628 [interfaces.py:finish():202] Joined disk monitor
2023-07-25 02:29:02,297 INFO    HandlerThread:28628 [interfaces.py:finish():202] Joined memory monitor
2023-07-25 02:29:02,297 INFO    HandlerThread:28628 [interfaces.py:finish():202] Joined network monitor
2023-07-25 02:29:02,297 DEBUG   SenderThread:28628 [sender.py:send_request():406] send_request: defer
2023-07-25 02:29:02,297 INFO    SenderThread:28628 [sender.py:send_request_defer():608] handle sender defer: 2
2023-07-25 02:29:02,297 INFO    SenderThread:28628 [sender.py:transition_state():612] send defer: 3
2023-07-25 02:29:02,297 DEBUG   SenderThread:28628 [sender.py:send():379] send: stats
2023-07-25 02:29:02,297 DEBUG   HandlerThread:28628 [handler.py:handle_request():144] handle_request: defer
2023-07-25 02:29:02,297 INFO    HandlerThread:28628 [handler.py:handle_request_defer():170] handle defer: 3
2023-07-25 02:29:02,297 DEBUG   SenderThread:28628 [sender.py:send_request():406] send_request: defer
2023-07-25 02:29:02,297 INFO    SenderThread:28628 [sender.py:send_request_defer():608] handle sender defer: 3
2023-07-25 02:29:02,297 INFO    SenderThread:28628 [sender.py:transition_state():612] send defer: 4
2023-07-25 02:29:02,297 DEBUG   HandlerThread:28628 [handler.py:handle_request():144] handle_request: defer
2023-07-25 02:29:02,297 INFO    HandlerThread:28628 [handler.py:handle_request_defer():170] handle defer: 4
2023-07-25 02:29:02,305 DEBUG   SenderThread:28628 [sender.py:send_request():406] send_request: defer
2023-07-25 02:29:02,305 INFO    SenderThread:28628 [sender.py:send_request_defer():608] handle sender defer: 4
2023-07-25 02:29:02,305 INFO    SenderThread:28628 [sender.py:transition_state():612] send defer: 5
2023-07-25 02:29:02,306 DEBUG   HandlerThread:28628 [handler.py:handle_request():144] handle_request: defer
2023-07-25 02:29:02,306 INFO    HandlerThread:28628 [handler.py:handle_request_defer():170] handle defer: 5
2023-07-25 02:29:02,306 DEBUG   SenderThread:28628 [sender.py:send():379] send: summary
2023-07-25 02:29:02,306 INFO    SenderThread:28628 [sender.py:_save_file():1376] saving file wandb-summary.json with policy end
2023-07-25 02:29:02,306 DEBUG   SenderThread:28628 [sender.py:send_request():406] send_request: defer
2023-07-25 02:29:02,306 INFO    SenderThread:28628 [sender.py:send_request_defer():608] handle sender defer: 5
